Hostel_ID,Month,Season,Hostel_Rooms,Occupied_Rooms,Occupancy_Percentage,Students,Building_Age_Years,Floors,Hostel_Area_sqft,Mess_Area_sqft,Daily_Mess_Attendance,Breakfast_Meals,Lunch_Meals,Dinner_Meals,Kitchen_Equipment,AC_Units,Fans,Lights,Computers,WiFi_Access_Points,Washing_Machines,Water_Pumps,Solar_Panels,Solar_Generation_kWh,Outdoor_Temperature_C,Humidity_Percentage,Water_Consumption_Liters,Generator_Hours,Power_Outage_Hours,Peak_Load_kW,Electricity_Tariff_RsPerkWh,Urban,Monthly_Electricity_kWh,Monthly_Electricity_Bill_Rs
H00136,Nov,Autumn,382,353,92.41,1059,18,7,82130,11500,993,993,961,983,28,18,1108,2292,77,6,19,7,0,0,24.9,68.8,207564,2.1,3.7,77.47,6.63,0,24500,162435.0
H00137,Feb,Winter,232,196,84.48,392,7,8,49648,8643,380,380,365,364,39,32,437,928,7,16,17,2,0,0,20.4,40.1,64288,5.7,7.1,74.38,8.25,0,16865,139136.25
H00138,Feb,Winter,242,205,84.71,615,24,8,55176,8568,543,543,524,516,37,18,637,1210,49,4,18,1,0,0,27.7,58.9,99630,0.0,0.6,71.31,8.11,0,16983,137732.13
H00139,Nov,Autumn,248,185,74.6,185,20,4,61008,10795,169,169,164,167,36,7,211,992,10,17,30,5,1,3389,31.2,68.0,33300,2.8,5.7,24.75,7.27,0,9720,70664.4
H00140,Mar,Summer,104,59,56.73,236,26,3,23504,4416,208,208,196,207,22,14,285,416,32,4,5,1,1,1904,35.6,57.8,44368,2.1,3.9,38.97,7.71,1,8310,64070.1
H00141,Nov,Autumn,299,270,90.3,540,12,7,58903,11636,465,465,444,447,12,8,594,1495,26,3,28,2,0,0,28.1,57.9,67500,9.8,10.6,53.4,7.23,1,15102,109187.46
H00142,Mar,Summer,280,277,98.93,277,21,3,66640,12089,235,235,224,228,28,16,344,1680,26,4,19,4,1,2762,32.4,39.7,51522,5.1,5.8,55.96,7.96,0,13716,109179.36
H00143,Jan,Winter,240,171,71.25,342,21,3,59760,9076,281,281,267,279,13,24,369,1440,66,14,13,2,1,649,20.1,41.6,72504,7.2,8.8,68.4,10.34,1,15076,155885.84
H00144,Dec,Winter,219,151,68.95,302,30,5,40515,8602,269,269,255,268,14,22,366,1314,65,8,24,3,1,2748,21.0,40.8,36542,0.0,0.2,62.48,8.9,1,12683,112878.7
H00145,Feb,Winter,382,329,86.13,987,31,6,95118,13336,914,914,899,899,13,44,1037,1528,74,10,14,7,1,2067,22.4,53.9,205296,5.2,5.9,127.67,7.06,0,25988,183475.28
H00146,Mar,Summer,317,190,59.94,760,2,4,63083,11747,669,669,668,648,17,39,838,1902,26,14,15,5,0,0,41.6,50.5,123880,0.0,0.0,98.46,7.98,1,23535,187809.3
H00147,Jul,Monsoon,119,79,66.39,316,15,7,26775,4292,284,284,271,270,18,11,368,476,74,16,8,1,1,2335,31.3,94.7,41396,3.0,4.0,38.11,9.11,0,8623,78555.53
H00148,Nov,Autumn,103,100,97.09,200,23,3,21527,4394,182,182,180,176,34,5,227,309,20,15,7,1,0,0,31.4,60.4,36800,0.4,2.7,20.3,7.27,1,6885,50053.95
H00149,Nov,Autumn,172,131,76.16,393,5,5,38700,6394,362,362,343,354,34,13,446,860,6,7,25,2,1,1219,27.3,62.4,64452,0.0,0.6,53.04,9.77,0,12281,119985.37
H00150,Sep,Monsoon,400,387,96.75,387,19,3,91600,13333,364,364,362,355,37,24,417,1600,37,17,10,6,0,0,28.7,85.6,47601,8.4,9.4,63.96,9.82,0,18536,182023.52
H00151,Nov,Autumn,356,217,60.96,434,34,5,82236,15593,409,409,403,391,25,23,457,1068,42,8,25,4,1,2329,25.4,46.0,87234,2.0,5.0,75.47,9.9,0,15806,156479.4
H00152,Feb,Winter,87,47,54.02,141,21,8,16008,2349,117,117,115,113,27,9,165,522,63,5,23,7,1,1661,23.2,62.2,23406,4.4,7.1,29.72,7.23,1,7709,55736.07
H00153,Oct,Autumn,146,102,69.86,408,21,2,31682,5516,383,383,375,366,39,1,451,876,79,16,30,1,0,0,27.0,54.8,51816,9.5,11.3,22.19,9.99,0,11632,116203.68
H00154,Aug,Monsoon,303,185,61.06,555,29,2,54540,8934,460,460,442,459,38,38,620,1515,11,13,22,1,1,1284,31.5,90.0,76590,0.0,1.9,95.39,9.7,0,20473,198588.1
H00155,Oct,Autumn,201,136,67.66,136,14,6,43617,8026,131,131,130,125,10,20,171,603,52,6,27,4,0,0,24.3,56.4,24344,2.3,3.2,58.69,9.36,0,10984,102810.24
H00156,May,Summer,300,253,84.33,506,34,3,75000,12516,476,476,451,456,13,40,543,1500,76,3,3,1,1,997,34.6,42.5,80454,8.8,9.3,99.43,7.65,0,19601,149947.65
H00157,Apr,Summer,69,48,69.57,96,13,8,15732,2216,81,81,80,77,14,9,119,276,37,12,20,5,1,3362,32.2,59.0,20448,3.9,5.8,39.5,10.05,0,5199,52249.95
H00158,Aug,Monsoon,264,250,94.7,750,8,5,63624,12567,639,639,635,626,18,14,825,1056,27,4,12,5,0,0,27.5,88.1,93000,0.2,0.4,66.67,9.28,1,16806,155959.68
H00159,Mar,Summer,149,108,72.48,216,7,5,32333,5910,181,181,173,173,32,3,250,745,47,3,15,1,1,701,34.9,49.3,40176,5.4,7.4,32.67,8.51,1,8634,73475.34
H00160,Jul,Monsoon,110,63,57.27,252,32,6,21120,4187,245,245,237,233,33,14,315,550,31,14,12,2,0,0,31.2,81.5,33516,0.0,0.1,45.08,9.31,0,10139,94394.09
H00161,Sep,Monsoon,93,79,84.95,237,6,4,19065,3153,218,218,214,213,18,8,273,372,32,12,18,6,0,0,27.6,80.0,43608,8.7,9.4,44.29,7.49,1,9132,68398.68
H00162,Jul,Monsoon,241,182,75.52,546,20,7,54225,10171,525,525,515,524,24,34,600,964,43,20,19,2,1,2664,26.1,89.8,95004,3.9,6.0,95.79,10.26,0,17806,182689.56
H00163,Jun,Monsoon,215,207,96.28,414,23,8,48375,8998,402,402,392,396,24,27,448,1075,68,9,26,2,0,0,24.3,78.5,67482,2.7,4.9,78.41,7.41,1,15988,118471.08
H00164,Aug,Monsoon,153,118,77.12,472,18,3,28305,4002,456,456,449,455,13,1,543,765,77,6,24,6,0,0,27.5,79.5,88264,5.3,6.7,39.3,8.52,1,11149,94989.48
H00165,Aug,Monsoon,100,93,93.0,279,23,6,24100,4021,265,265,249,255,34,4,336,500,57,17,24,3,0,0,31.2,85.8,34038,10.3,10.7,24.77,8.39,1,9672,81148.08
H00166,Sep,Monsoon,330,321,97.27,321,21,2,73920,14054,289,289,285,286,30,45,349,1980,57,7,25,8,1,3245,24.7,86.0,50397,11.4,11.6,98.13,7.63,0,20274,154690.62
H00167,Oct,Autumn,147,134,91.16,268,4,3,35868,5833,246,246,233,243,10,1,337,882,78,17,29,6,1,2558,26.5,67.9,58156,2.7,3.5,30.92,8.37,1,8335,69763.95
H00168,Mar,Summer,252,195,77.38,585,21,4,61236,12930,508,508,499,504,22,9,663,1008,35,8,10,6,0,0,34.8,46.7,111735,9.4,10.1,38.06,10.38,0,15103,156769.14
H00169,May,Summer,300,236,78.67,472,28,8,67800,13576,411,411,402,395,29,32,506,1800,76,16,25,6,1,3296,35.1,58.8,102896,0.7,3.2,87.75,9.16,1,19277,176577.32
H00170,Aug,Monsoon,387,361,93.28,361,17,7,75852,11730,328,328,316,317,28,45,404,1548,57,11,11,5,1,3431,27.7,76.9,59565,5.4,8.3,109.84,7.79,0,20168,157108.72
H00171,Aug,Monsoon,96,69,71.88,138,13,4,22368,4299,127,127,121,126,40,7,173,480,50,5,3,4,1,393,29.3,93.6,25254,8.7,11.7,28.84,7.04,1,8294,58389.76
H00172,Apr,Summer,333,233,69.97,699,5,2,66267,12932,622,622,609,593,32,23,777,1665,60,18,17,4,1,3385,37.9,46.9,104850,0.0,2.5,68.54,9.49,0,18915,179503.35
H00173,Mar,Summer,290,194,66.9,388,21,3,60320,11252,347,347,343,337,13,24,420,1160,72,10,17,3,0,0,36.8,47.2,55872,9.7,11.3,75.8,8.05,0,16246,130780.3
H00174,May,Summer,69,46,66.67,138,8,2,14421,2799,127,127,121,124,30,6,214,345,51,12,12,8,0,0,36.3,35.7,27876,3.4,4.4,26.84,9.66,0,7740,74768.4
H00175,Oct,Autumn,299,218,72.91,654,9,2,70863,11732,631,631,629,611,10,32,675,1794,50,13,18,6,0,0,25.8,56.3,100716,7.9,10.6,89.18,9.92,1,20664,204986.88
H00176,Mar,Summer,152,89,58.55,178,8,4,33592,6165,153,153,146,151,16,17,230,456,52,7,8,1,1,1859,40.6,51.4,29014,0.0,0.8,42.24,9.51,0,8791,83602.41
H00177,Jul,Monsoon,247,165,66.8,495,34,3,47177,8396,425,425,419,404,15,21,538,1482,14,6,3,3,1,2006,31.1,80.9,102960,9.7,12.0,70.95,8.39,0,15401,129214.39
H00178,Jul,Monsoon,146,133,91.1,133,17,2,34164,5696,111,111,110,109,20,16,187,438,11,4,27,3,0,0,31.5,70.4,17024,9.3,10.8,49.98,7.0,1,9857,68999.0
H00179,Sep,Monsoon,250,169,67.6,507,16,5,51500,10720,427,427,418,419,25,18,586,750,6,10,14,8,0,0,31.6,93.8,95823,8.8,11.0,56.36,9.66,0,15409,148850.94
H00180,Nov,Autumn,334,228,68.26,456,28,7,76820,11271,388,388,370,369,33,33,520,1002,32,7,26,1,1,1878,22.1,66.9,88464,5.6,7.6,81.02,8.47,1,18220,154323.4
H00181,Dec,Winter,91,58,63.74,174,31,8,21112,3672,159,159,150,151,38,0,222,364,15,15,18,1,1,1122,18.7,60.4,26448,9.3,10.5,28.17,8.77,1,6756,59250.12
H00182,Feb,Winter,147,93,63.27,186,26,4,33516,5936,174,174,173,168,36,18,213,588,48,11,8,2,0,0,23.3,45.1,29202,0.0,2.3,43.87,10.24,0,10433,106833.92
H00183,Jan,Winter,362,199,54.97,796,29,4,83984,14639,700,700,671,672,32,33,852,1810,15,5,26,7,0,0,20.7,59.6,136116,8.9,10.1,100.69,9.55,0,24193,231043.15
H00184,Feb,Winter,161,98,60.87,196,17,4,36708,7121,176,176,174,173,26,21,246,805,40,5,26,5,0,0,27.9,41.6,32732,5.4,7.6,54.87,9.42,1,11990,112945.8
H00185,Feb,Winter,151,151,100.0,302,33,5,28690,5341,287,287,275,275,38,5,324,906,60,14,23,1,0,0,22.4,64.4,47112,1.0,3.4,23.62,9.56,0,10539,100752.84
H00186,May,Summer,231,219,94.81,657,18,4,55671,9202,572,572,545,566,24,17,677,924,64,10,15,1,1,3367,40.6,41.6,79497,1.3,3.7,55.72,9.42,0,14745,138897.9
H00187,Sep,Monsoon,306,243,79.41,486,19,3,62424,10521,432,432,415,422,33,6,563,1836,31,16,16,2,1,617,24.2,75.4,88452,9.9,11.7,35.24,8.93,0,15032,134235.76
H00188,Jul,Monsoon,206,124,60.19,124,5,2,50470,8125,110,110,108,107,28,28,198,1030,53,7,5,1,1,2095,27.4,84.3,14880,7.9,10.6,67.35,10.07,1,12186,122713.02
H00189,Jan,Winter,338,281,83.14,1124,5,8,83486,18163,1017,1017,963,1005,32,47,1194,1352,51,10,26,6,0,0,22.5,49.8,140500,6.8,8.7,120.69,7.37,0,28715,211629.55
H00190,Oct,Autumn,376,307,81.65,921,31,5,69184,12498,780,780,750,763,40,36,983,1504,9,15,28,6,0,0,31.8,58.2,132624,2.0,4.0,109.01,9.91,1,25961,257273.51
H00191,Mar,Summer,267,217,81.27,217,31,2,51264,10997,185,185,183,180,9,38,296,1335,54,10,30,3,0,0,41.9,55.6,35805,9.2,11.7,84.16,9.98,0,17203,171685.94
H00192,Aug,Monsoon,333,238,71.47,952,7,7,72261,12493,804,804,797,798,39,12,995,1665,41,16,30,3,1,2733,26.4,86.7,168504,0.0,1.8,57.92,9.04,0,20010,180890.4
H00193,May,Summer,93,91,97.85,182,4,6,17484,3084,160,160,155,156,26,4,214,558,48,11,13,1,0,0,30.9,38.0,32578,2.2,4.4,25.55,9.67,0,7201,69633.67
H00194,Jan,Winter,395,375,94.94,750,11,3,73865,13289,721,721,695,689,35,34,793,1580,32,14,30,2,1,1843,23.9,49.7,116250,0.0,1.8,100.53,7.39,1,22991,169903.49
H00195,Mar,Summer,312,196,62.82,392,35,8,76128,16695,369,369,347,365,38,5,449,1560,29,20,23,6,0,0,34.6,57.0,73304,5.0,7.7,32.46,9.46,1,14716,139213.36
H00196,Dec,Winter,352,279,79.26,558,9,3,86944,17400,525,525,494,505,18,21,589,1408,33,15,4,2,1,2360,18.1,46.2,71982,8.4,10.0,74.49,6.67,1,16631,110928.77
H00197,Sep,Monsoon,136,95,69.85,95,5,2,27064,4183,87,87,86,84,30,7,149,408,60,5,29,8,0,0,31.8,81.0,19855,10.5,12.0,24.01,8.15,1,9024,73545.6
H00198,Jan,Winter,155,155,100.0,310,14,7,37665,7431,300,300,285,286,8,10,377,775,80,12,4,4,0,0,21.2,42.4,40610,7.8,9.9,32.87,7.26,0,9763,70879.38
H00199,Jul,Monsoon,344,191,55.52,764,16,4,84968,13183,709,709,700,679,22,13,818,1376,75,9,4,6,1,1374,27.6,75.4,123768,5.6,8.1,55.71,7.74,0,17732,137245.68
H00200,Aug,Monsoon,186,169,90.86,169,8,6,40548,6791,151,151,145,147,34,6,235,744,47,15,14,6,1,2471,32.6,92.3,31265,5.3,6.0,31.84,7.73,0,8734,67513.82
H00201,Nov,Autumn,76,66,86.84,198,9,7,16112,3346,184,184,179,175,10,8,250,456,48,14,12,7,0,0,29.7,57.6,42372,10.0,11.1,33.65,9.28,0,7895,73265.6
H00202,Dec,Winter,144,82,56.94,246,9,5,33120,5624,223,223,212,215,40,15,266,432,20,5,7,1,0,0,23.4,47.5,44034,0.0,0.5,43.89,9.42,0,10102,95160.84
H00203,Jan,Winter,304,192,63.16,384,6,2,72048,11552,327,327,310,321,21,41,414,1520,76,14,5,7,1,1837,24.4,54.1,69120,7.3,9.4,98.95,7.05,0,19042,134246.1
H00204,Nov,Autumn,145,129,88.97,258,21,6,29290,4102,224,224,212,213,21,20,293,870,28,20,24,5,1,2132,27.0,61.0,54954,5.8,6.9,66.62,9.68,0,11760,113836.8
H00205,Dec,Winter,136,94,69.12,282,10,5,32776,6319,250,250,245,249,37,18,358,408,26,16,16,6,1,2770,24.2,52.4,54144,8.8,11.7,50.18,7.92,0,11232,88957.44
H00206,May,Summer,361,202,55.96,808,24,3,71839,13574,681,681,672,660,33,21,830,1805,36,20,8,1,0,0,32.4,40.6,101808,0.0,1.9,80.29,8.6,1,21075,181245.0
H00207,Jun,Monsoon,205,202,98.54,606,35,2,42640,8613,511,511,501,489,37,28,684,615,46,12,25,8,0,0,31.6,82.6,80598,3.0,6.0,87.46,6.55,0,18682,122367.1
H00208,Mar,Summer,137,95,69.34,285,9,3,29592,6269,237,237,234,234,29,9,307,685,10,4,28,5,1,2627,39.7,52.2,54435,9.6,11.6,32.54,7.79,1,9770,76108.3
H00209,Nov,Autumn,224,168,75.0,504,21,3,47936,10124,437,437,426,416,18,19,580,896,11,6,10,7,1,3283,22.1,66.8,92736,7.1,8.6,57.57,7.65,1,13336,102020.4
H00210,Apr,Summer,363,317,87.33,317,6,6,69696,14960,279,279,273,276,38,6,380,1089,14,4,23,1,1,2339,31.8,38.5,48818,4.0,6.5,35.72,10.45,0,11871,124051.95
H00211,Nov,Autumn,136,109,80.15,327,16,4,32232,5422,280,280,273,275,22,11,380,816,40,9,15,8,0,0,28.9,51.6,47088,9.0,10.3,37.98,8.27,1,11264,93153.28
H00212,Mar,Summer,196,181,92.35,724,14,6,45276,8161,643,643,606,625,18,11,760,588,35,17,9,3,1,706,34.2,51.9,139732,0.0,1.1,60.11,8.26,0,14599,120587.74
H00213,May,Summer,113,87,76.99,348,33,3,20340,3790,323,323,305,315,15,8,376,339,76,7,4,4,0,0,36.4,42.4,50808,6.2,8.0,38.35,9.08,0,9267,84144.36
H00214,May,Summer,79,53,67.09,159,32,2,15247,2676,142,142,136,136,21,5,220,474,77,13,29,2,1,424,30.3,46.0,25917,4.1,6.8,30.52,7.9,1,7394,58412.6
H00215,Mar,Summer,369,306,82.93,918,7,5,69372,9832,855,855,819,834,15,25,951,1476,24,6,13,3,0,0,41.1,56.3,121176,4.6,4.6,84.48,7.0,0,21984,153888.0
H00216,Jul,Monsoon,72,60,83.33,60,17,8,17928,2758,53,53,52,51,19,7,126,216,59,15,17,6,0,0,31.6,85.2,8280,4.4,6.5,25.64,7.77,1,6588,51188.76
H00217,Aug,Monsoon,129,91,70.54,91,11,4,26187,5300,88,88,82,84,22,14,134,516,30,17,20,7,1,1057,31.2,85.6,14560,6.6,8.2,41.33,9.14,0,8665,79198.1
H00218,Aug,Monsoon,109,96,88.07,192,20,6,25070,4537,171,171,162,169,10,5,235,654,14,15,10,5,1,445,25.7,82.8,36288,0.9,2.2,38.31,9.04,1,7174,64852.96
H00219,Mar,Summer,152,97,63.82,388,10,5,27968,6101,355,355,339,354,21,10,443,456,37,9,27,5,1,1414,34.5,57.8,78376,7.7,10.6,44.34,9.91,0,10736,106393.76
H00220,May,Summer,90,78,86.67,156,4,2,20880,3457,138,138,131,133,22,10,232,450,10,15,15,6,0,0,33.8,43.7,20592,8.1,11.0,39.75,9.54,0,8487,80965.98
H00221,Aug,Monsoon,91,72,79.12,288,31,4,22568,4281,250,250,236,240,26,4,337,546,13,4,28,6,1,1901,30.8,76.8,43488,4.8,7.1,29.39,10.48,0,7908,82875.84
H00222,Aug,Monsoon,61,34,55.74,68,26,2,11712,1910,56,56,53,53,23,2,126,366,59,13,24,7,0,0,31.6,77.7,11016,8.6,11.1,12.05,6.55,1,6220,40741.0
H00223,Mar,Summer,255,240,94.12,480,12,8,57120,8363,460,460,443,449,28,13,511,1020,8,18,20,8,1,2088,40.7,58.1,61920,8.3,10.3,53.33,10.4,1,14179,147461.6
H00224,Apr,Summer,136,93,68.38,279,22,5,32776,4949,238,238,230,237,14,17,300,544,57,19,30,8,0,0,33.9,55.7,35991,0.0,0.6,54.84,6.78,1,11725,79495.5
H00225,Jan,Winter,68,46,67.65,92,12,7,16116,2905,82,82,79,81,30,9,162,408,14,15,4,1,1,2558,27.6,48.7,12236,3.4,4.4,31.83,8.5,1,5701,48458.5
H00226,Jul,Monsoon,142,93,65.49,186,29,8,31524,5617,152,152,145,149,39,17,251,426,56,13,12,6,1,3367,28.6,86.4,28086,1.3,1.8,42.15,9.01,1,9569,86216.69
H00227,Mar,Summer,66,47,71.21,47,34,2,13794,2335,42,42,40,40,19,0,115,330,27,18,12,1,1,2759,39.2,47.4,8554,5.5,8.2,8.1,10.08,1,5000,50400.0
H00228,Nov,Autumn,131,89,67.94,356,25,2,24366,4404,297,297,284,283,13,11,421,393,6,10,21,1,0,0,25.3,69.2,67640,7.2,9.5,35.13,9.15,0,9612,87949.8
H00229,Nov,Autumn,228,173,75.88,346,24,2,44688,7358,312,312,304,298,35,11,420,684,41,20,25,1,0,0,28.0,63.5,56052,10.2,11.7,39.38,9.17,1,12598,115523.66
H00230,Apr,Summer,214,189,88.32,567,10,8,44726,6558,483,483,458,479,29,1,626,856,38,5,26,1,1,3325,37.2,36.9,117936,8.2,8.9,38.27,10.15,1,12148,123302.2
H00231,Aug,Monsoon,88,80,90.91,80,10,7,16456,3189,69,69,67,68,19,2,148,264,72,17,20,2,0,0,28.3,72.3,10000,8.1,9.0,27.75,9.5,0,6311,59954.5
H00232,Aug,Monsoon,270,163,60.37,163,29,7,60750,13331,159,159,153,158,28,24,194,1350,80,15,6,7,0,0,28.7,83.5,24124,5.2,7.6,55.83,10.06,1,14082,141664.92
H00233,Apr,Summer,73,55,75.34,165,14,6,18031,2838,143,143,140,141,19,9,227,365,62,18,29,4,1,2642,31.2,56.4,28215,0.0,1.0,32.85,9.37,0,6952,65140.24
H00234,Apr,Summer,62,61,98.39,183,5,7,13330,2416,174,174,164,171,28,5,256,248,12,20,12,5,0,0,35.0,59.7,32574,6.7,8.3,22.74,8.6,1,7438,63966.8
H00235,Oct,Autumn,232,209,90.09,836,26,5,42920,6138,749,749,719,745,10,17,869,696,61,3,3,4,1,1673,27.5,65.2,182248,6.8,9.3,75.8,6.92,1,16232,112325.44
H00236,Jul,Monsoon,319,177,55.49,354,32,8,58377,9274,334,334,323,322,39,17,384,1914,7,10,30,1,1,3367,24.6,84.6,77880,1.7,2.7,56.33,6.55,0,15226,99730.3
H00237,Apr,Summer,166,96,57.83,288,4,6,41002,6201,251,251,240,238,11,14,323,830,45,13,18,8,1,669,35.3,47.0,42912,8.6,10.0,39.07,10.11,0,11361,114859.71
H00238,Oct,Autumn,287,206,71.78,412,18,2,61992,13059,365,365,360,347,39,14,437,1148,46,6,7,1,0,0,26.3,52.1,90640,2.1,4.4,46.54,9.12,1,14100,128592.0
H00239,Feb,Winter,72,39,54.17,117,30,7,14688,2524,96,96,92,91,24,0,171,288,19,14,10,5,1,1039,25.4,50.9,22347,3.5,6.3,24.42,10.38,1,5000,51900.0
H00240,Jan,Winter,264,219,82.95,876,33,8,49368,8356,755,755,736,740,29,18,922,1056,76,20,20,1,1,624,24.9,50.5,110376,4.8,4.8,80.38,10.29,0,19546,201128.34
H00241,Aug,Monsoon,92,91,98.91,273,9,4,22632,4322,238,238,232,234,32,8,331,368,27,9,9,2,1,1981,25.3,78.1,50505,7.1,7.4,45.94,10.27,1,7973,81882.71
H00242,Nov,Autumn,248,207,83.47,207,34,7,52328,8808,191,191,180,184,36,34,240,1240,11,14,14,4,1,2102,31.0,68.2,38088,0.0,1.1,80.54,10.49,1,15185,159290.65
H00243,Jul,Monsoon,310,298,96.13,596,33,7,75020,14292,583,583,556,578,31,34,663,1550,61,8,16,5,1,2838,28.9,78.6,131120,8.5,11.0,98.86,7.73,1,20642,159562.66
H00244,Feb,Winter,160,148,92.5,592,19,3,37920,7322,569,569,560,559,32,21,637,800,52,17,4,4,1,3270,26.6,41.7,71632,5.9,7.4,70.58,7.13,1,14770,105310.1
H00245,Aug,Monsoon,255,227,89.02,454,2,3,54825,8760,439,439,429,420,31,21,530,765,35,9,9,7,1,1512,31.2,86.8,74910,4.5,6.9,58.48,10.36,0,15075,156177.0
H00246,Apr,Summer,98,59,60.2,118,28,6,23618,5043,108,108,106,103,20,12,161,392,32,5,24,2,1,1450,34.6,44.8,19942,5.6,8.1,37.51,6.97,0,7482,52149.54
H00247,Feb,Winter,119,115,96.64,115,16,4,21539,3438,109,109,103,105,26,1,185,357,80,10,14,5,1,3260,23.1,50.5,23690,7.2,7.9,20.04,10.17,0,5280,53697.6
H00248,Aug,Monsoon,169,109,64.5,109,6,6,41067,7921,97,97,95,95,32,21,142,507,59,19,20,8,1,876,32.0,72.3,20056,1.9,3.0,60.65,8.7,0,11182,97283.4
H00249,Nov,Autumn,177,129,72.88,258,15,2,42657,6826,212,212,202,203,16,20,329,531,49,13,23,5,0,0,29.5,45.0,41022,4.8,7.4,55.68,6.81,0,12433,84668.73
H00250,Oct,Autumn,227,216,95.15,216,22,6,41314,6985,183,183,178,182,21,27,260,1362,39,16,14,8,0,0,26.3,48.3,34128,1.2,2.5,59.55,9.71,1,14464,140445.44
H00251,Dec,Winter,313,289,92.33,1156,6,4,60096,10233,1014,1014,999,993,16,40,1220,1565,52,13,4,3,0,0,19.9,61.9,169932,2.5,5.2,120.18,8.1,0,26186,212106.6
H00252,Apr,Summer,388,292,75.26,876,8,3,93120,18735,773,773,735,746,24,6,935,2328,79,18,27,2,0,0,41.4,52.4,160308,0.0,1.5,54.06,9.87,0,21271,209944.77
H00253,May,Summer,233,206,88.41,412,18,6,51027,7522,399,399,385,384,8,7,476,699,59,9,5,6,0,0,39.4,55.6,62624,2.0,4.6,29.63,9.31,0,10907,101544.17
H00254,May,Summer,107,77,71.96,154,13,2,19795,2948,145,145,137,139,32,10,191,321,39,11,14,7,1,476,34.1,40.1,27104,10.2,10.9,42.81,7.72,1,9110,70329.2
H00255,May,Summer,92,51,55.43,153,14,8,22080,4653,134,134,133,131,23,0,210,368,45,19,18,6,1,2581,39.3,53.9,27081,7.7,9.6,10.84,7.14,1,5999,42832.86
H00256,Feb,Winter,184,132,71.74,264,8,8,41400,8735,221,221,215,215,20,0,335,552,77,20,5,7,1,1226,26.9,44.3,37752,4.4,6.7,32.6,8.07,0,8471,68360.97
H00257,Jun,Monsoon,104,92,88.46,368,8,3,20072,3448,301,301,289,287,17,0,426,312,70,4,14,7,0,0,27.2,76.3,65872,0.4,2.2,20.73,8.93,1,8168,72940.24
H00258,Mar,Summer,177,148,83.62,296,5,3,36462,6255,244,244,235,233,37,10,349,708,74,7,20,3,1,2217,30.7,44.5,46176,9.2,11.4,44.16,6.6,0,11403,75259.8
H00259,Aug,Monsoon,319,293,91.85,586,21,3,70818,11641,507,507,478,482,32,27,622,1276,30,10,28,4,0,0,27.5,75.4,86728,0.0,0.2,86.17,9.4,0,19082,179370.8
H00260,Jun,Monsoon,329,314,95.44,628,10,3,59549,9751,559,559,535,547,11,1,650,1974,60,11,30,7,1,3465,28.7,90.8,84780,6.3,6.5,33.86,7.85,1,14897,116941.45
H00261,Nov,Autumn,89,60,67.42,120,14,6,22161,4606,112,112,111,109,33,6,200,356,59,7,16,3,0,0,28.3,62.3,20400,1.5,4.1,28.57,6.56,0,7266,47664.96
H00262,May,Summer,228,197,86.4,197,4,4,41040,6913,179,179,169,178,37,6,247,912,52,12,29,6,0,0,39.2,55.3,39203,9.3,9.6,26.25,10.27,1,11493,118033.11
H00263,Aug,Monsoon,284,241,84.86,482,35,7,53392,11456,430,430,411,412,25,26,513,1420,79,4,7,8,0,0,30.7,86.1,74710,3.0,4.2,66.38,7.31,1,17973,131382.63
H00264,Aug,Monsoon,331,205,61.93,205,34,8,64214,10772,186,186,177,185,17,39,242,1986,7,17,6,5,1,1940,29.1,74.9,29315,6.5,7.9,80.39,8.17,1,16911,138162.87
H00265,Jan,Winter,350,242,69.14,484,16,6,71050,14502,457,457,446,434,26,30,550,1050,44,19,14,8,0,0,20.1,41.4,82280,9.6,11.6,87.45,8.61,1,18883,162582.63
H00266,Sep,Monsoon,363,241,66.39,482,33,5,69696,9927,446,446,432,436,38,8,508,1815,59,18,8,5,1,1966,30.5,91.7,76638,9.2,10.5,45.16,9.18,0,16184,148569.12
H00267,Oct,Autumn,344,230,66.86,920,33,5,84968,15872,869,869,856,863,39,6,945,1376,73,6,23,5,1,1835,30.4,60.0,121440,6.0,7.9,58.64,7.1,1,19671,139664.1
H00268,Jan,Winter,286,167,58.39,334,22,4,70356,11937,310,310,300,295,22,16,375,858,36,13,16,3,1,616,22.5,42.7,62124,4.5,7.3,56.55,8.27,0,12907,106740.89
H00269,Nov,Autumn,298,178,59.73,712,22,6,69732,10504,618,618,604,595,36,29,734,1192,16,14,14,3,0,0,22.2,51.3,155216,8.4,11.1,93.0,8.31,1,20519,170512.89
H00270,Feb,Winter,192,143,74.48,286,35,4,35520,5173,271,271,269,264,10,27,364,576,13,17,8,2,1,1755,19.3,60.2,44330,2.1,4.6,79.22,6.57,1,11694,76829.58
H00271,Oct,Autumn,131,127,96.95,254,21,2,30654,6703,208,208,198,205,25,9,300,786,30,19,7,7,1,2017,30.5,66.5,50800,7.4,10.2,36.54,9.31,1,9510,88538.1
H00272,Jan,Winter,152,108,71.05,216,10,5,29488,5961,205,205,203,197,11,14,249,608,68,6,30,8,0,0,22.6,42.6,39744,6.3,6.3,54.24,9.17,1,10898,99934.66
H00273,May,Summer,128,122,95.31,488,3,5,31104,5519,462,462,450,452,20,6,564,384,64,8,3,2,0,0,38.9,43.6,71248,0.0,0.4,39.14,7.33,0,10232,75000.56
